Episode,Cumulative Reward
132,8.568415663948292
133,36.504175247760834
134,-0.0802909092397503
135,-0.0330230480635241
136,-0.0416839051595499
137,-0.0398620837799386
138,-0.046591536499954
139,-0.0548648678743176
140,7.597688725530846
141,9.37252445026712
142,8.838876044114947
143,14.317286871650186
144,-0.1187316581498961
145,-0.0739419542631819
146,-0.0400425996893202
147,25.911500139649466
148,-0.0708875541919478
149,47.10508532463067
150,-0.0558273274921923
151,13.476938931736813
152,-0.0751352034659683
153,9.152160412890268
154,-0.0894432670257195
155,10.357874890557374
156,-0.0902149316996982
157,36.644575282562535
158,-0.1410149275372549
159,29.70152599449736
160,39.38585729052332
161,-0.0464470773444056
162,-0.0783152339232758
163,19.39520895605186
164,13.097569245609648
165,14.160685424729271
166,-0.0552590972431289
167,-0.0746728110343759
168,9.89966093418044
169,-0.0886100902876999
170,-0.1366028812887821
171,-0.05705391427587
172,-0.0577225657295036
173,-0.0505788857735381
174,-0.109493868891052
175,30.578570112024074
176,-0.0401463063674171
177,-0.0926363465417224
178,-0.0402184639501645
179,3.7935509614150713
180,-0.0638276936140031
181,-0.0674900601629529
182,-0.0667169240893627
183,-0.1004453498175812
184,-0.0487145362708664
185,2.1969084719818897
186,-0.0503620361220734
187,-0.0724036177102601
188,-0.1660836031491807
189,-0.0832270717592038
190,-0.052959740372305
191,-0.1499581675488237
192,-0.0757536631639028
193,-0.1014479006963203
194,-0.1205761230053025
195,-0.1063298442696607
196,-0.0579373445614632
197,3.1704033112866807
198,8.04716551422587
199,-0.0833853122163807
200,-0.0492455804054612
201,-0.0899780258545457
202,-0.1775342933325681
203,-0.2963513497379584
204,4.565575879640152
205,4.446732298755295
206,-0.2689718215412519
207,4.746574233888211
208,47.297894542342775
209,2.24439728585503
210,20.44733804927264
211,4.945809640212847
212,29.2327468935986
213,17.94308978871018
214,10.79177991267325
215,10.5
216,-0.2142320681377158
217,-0.1708200884968559
218,5.011558195605433
219,6.134738450840956
220,24.250162982597374
221,4.78076780277626
222,-0.073947990185028
223,7.326354282127673
224,10.694380783247915
225,8.043355989379297
226,19.922260373960665
227,17.808549067642556
228,-0.0823443285502142
229,3.707289824040583
230,-0.0544070659773085
231,-0.1925021867196521
232,6.244410391812268
233,36.65594526391979
234,-3.2289271483976987
235,4.886862889536625
236,-3.2863889223883604
237,3.8997402446953338
238,35.36931092566793
239,8.039224209685731
240,-0.1503952463976564
241,11.59478855614024
242,6.375877265944691
243,16.77791433010074
244,-3.0640869529975228
245,-0.0536140347386435
246,20.24755935116713
247,4.466289027219478
248,-0.1901056420229136
249,6.465324900080777
250,-0.28907141789213
251,8.27540763024721
252,9.174704905497665
253,-3.456425186549137
254,8.45
255,-3.652111730045956
256,26.714887455228435
257,10.5853317722529
258,-3.3549702093791245
259,-6.755725132916809
260,6.58141362710811
261,-0.1258528328913848
262,-0.046550717830184
263,-0.1157974070104209
264,8.662381232746327
265,-6.591430467091843
266,8.318213211463796
267,13.149560037329683
268,4.283783952554046
269,14.82856053877926
270,2.6414569189252584
271,-0.0001996007984031
272,-0.0006986027944111
273,5.578491620111731
274,-0.0010978043912175
275,10.74247311827957
276,4.966169154228856
277,-0.0023952095808383
278,6.614569536423841
279,-0.0024950099800399
280,17.5359649122807
281,-0.0011976047904191
282,-0.0008982035928143
283,-0.0006896551724137
